"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-11",99.75157,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-12",99.60253,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-01",99.47433,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-02",99.39465,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-03",99.37042,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-04",99.39711,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-05",99.47111,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-06",99.58656,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-07",99.73192,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-08",99.91552,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-09",100.1261,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-10",100.3371,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-11",100.5197,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-12",100.6668,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-01",100.8102,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-02",100.991,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-03",101.1634,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-04",101.2958,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-05",101.3867,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-06",101.4029,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-07",101.388,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-08",101.3881,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-09",101.3837,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-10",101.3605,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-11",101.3021,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-12",101.1895,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-01",101.0242,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-02",100.7998,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-03",100.5383,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-04",100.3025,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-05",100.1168,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.9209,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.70847,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-08",99.44083,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-09",99.11835,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-10",98.88354,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-11",98.8145,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-12",98.90118,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-01",99.04386,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-02",99.23682,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-03",99.41395,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-04",99.54961,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-05",99.6226,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-06",99.58632,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-07",99.51904,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-08",99.50747,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-09",99.56114,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-10",99.60053,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-11",99.60317,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-12",99.57606,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-01",99.56472,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-02",99.52757,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-03",99.44123,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-04",99.36124,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-05",99.27327,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-06",99.23187,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-07",99.28393,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-08",99.4512,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-09",99.64308,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-10",99.80667,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-11",99.89948,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-12",99.90214,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-01",99.91373,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-02",99.94924,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-03",100.0338,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-04",100.1554,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-05",100.2508,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-06",100.3192,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-07",100.362,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-08",100.3965,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-09",100.4373,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-10",100.4489,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-11",100.4001,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-12",100.3222,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-01",100.2169,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-02",100.0636,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-03",99.9016,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-04",99.77126,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-05",99.7,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-06",99.71503,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-07",99.79703,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-08",99.9004,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-09",100.0123,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-10",100.1082,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-11",100.1689,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-12",100.2616,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-01",100.3962,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-02",100.5626,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-03",100.7484,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-04",100.9253,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-05",101.052,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-06",101.1433,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-07",101.1911,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-08",101.2256,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-09",101.2912,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-10",101.3526,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-11",101.4066,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-12",101.4434,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-01",101.4631,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-02",101.4982,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-03",101.5467,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-04",101.5719,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-05",101.5721,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-06",101.543,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-07",101.4662,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-08",101.3615,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-09",101.2466,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-10",101.1588,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-11",101.1177,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-12",101.0598,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-01",100.9857,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-02",100.9002,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-03",100.8043,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-04",100.6629,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-05",100.5009,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-06",100.2977,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-07",100.055,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-08",99.74186,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-09",99.26637,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-10",98.57776,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-11",97.78895,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-12",97.11292,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-01",96.69934,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-02",96.429,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-03",96.32735,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-04",96.42342,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-05",96.61636,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-06",96.86153,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-07",97.15384,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-08",97.48246,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-09",97.7971,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-10",98.11433,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-11",98.41454,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-12",98.70083,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-01",98.96923,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-02",99.228,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-03",99.49963,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-04",99.75011,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-05",99.94649,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-06",100.112,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-07",100.2706,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-08",100.4113,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-09",100.564,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-10",100.7648,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-11",100.9977,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-12",101.2401,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-01",101.4066,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-02",101.4826,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-03",101.4637,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-04",101.3502,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-05",101.1662,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-06",100.9432,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-07",100.6579,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-08",100.349,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-09",100.0968,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.96819,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-11",99.939,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-12",99.97623,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-01",100.0199,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-02",100.0165,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-03",99.91039,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-04",99.72965,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-05",99.51586,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-06",99.31667,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-07",99.12932,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-08",98.98219,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-09",98.87537,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-10",98.8337,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-11",98.94307,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-12",99.08648,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-01",99.19904,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-02",99.2774,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-03",99.26721,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-04",99.23158,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-05",99.26721,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-06",99.37554,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-07",99.53281,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-08",99.73463,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-09",99.93269,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-10",100.1033,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-11",100.2376,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-12",100.3117,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-01",100.3405,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-02",100.351,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-03",100.3531,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-04",100.3409,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-05",100.3143,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-06",100.2677,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.228,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.1721,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-09",100.1375,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-10",100.1364,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-11",100.144,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1343,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-01",100.1553,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-02",100.2089,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-03",100.2891,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-04",100.34,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-05",100.3635,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-06",100.3687,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3718,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-08",100.379,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-09",100.4071,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4172,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-11",100.3927,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-12",100.3647,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-01",100.3064,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2442,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-03",100.2216,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2322,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-05",100.2538,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-06",100.2854,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-07",100.3014,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-08",100.3259,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4173,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5137,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-11",100.5889,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-12",100.6733,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-01",100.7555,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-02",100.8269,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-03",100.8936,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-04",100.9871,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-05",101.0864,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-06",101.1885,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-07",101.28,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-08",101.3875,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-09",101.5215,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-10",101.6397,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-11",101.7241,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-12",101.7689,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-01",101.7549,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-02",101.6752,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.5727,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.5139,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-05",101.48,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-06",101.4608,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-07",98.93491,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-08",99.06763,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-09",99.19906,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-10",99.32572,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-11",99.44245,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-12",99.54755,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-01",99.63911,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-02",99.72292,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-03",99.83393,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-04",100.0278,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-05",100.3453,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-06",100.6935,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-07",100.9434,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-08",100.9953,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-09",100.9438,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-10",100.9129,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-11",100.9941,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-12",101.165,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-01",101.3955,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-02",101.6662,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-03",101.9256,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-04",102.1024,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-05",102.1287,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-06",102.0453,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-07",101.8817,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-08",101.6449,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-09",101.3889,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-10",101.1694,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-11",101.0166,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-12",100.8724,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-01",100.6491,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-02",100.279,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.84417,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.45644,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.20235,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.04128,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-07",98.92757,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-08",98.83974,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-09",98.7624,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-10",98.69862,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-11",98.672,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2001-12",98.7151,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-01",98.896,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-02",99.27525,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-03",99.72498,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-04",100.0771,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-05",100.2009,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-06",100.1787,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-07",100.1063,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-08",100.0402,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-09",99.99442,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-10",99.96903,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-11",99.95816,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2002-12",99.93779,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-01",99.87655,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-02",99.75616,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-03",99.63263,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-04",99.58712,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-05",99.67993,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-06",99.82648,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-07",99.91168,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-08",99.85062,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-09",99.7106,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-10",99.58379,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-11",99.53886,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2003-12",99.55946,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-01",99.62679,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-02",99.73665,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-03",99.86985,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-04",100.0142,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-05",100.1631,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-06",100.3032,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-07",100.416,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-08",100.4886,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-09",100.5515,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-10",100.6438,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-11",100.7878,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2004-12",100.9344,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-01",101.0078,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-02",100.9469,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-03",100.8204,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-04",100.7181,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-05",100.7081,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-06",100.7695,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-07",100.8773,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-08",101.017,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-09",101.1517,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-10",101.2333,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-11",101.2183,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2005-12",101.1373,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-01",101.0155,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-02",100.8597,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-03",100.6856,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-04",100.5044,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-05",100.3273,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-06",100.1771,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-07",100.0956,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-08",100.1247,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-09",100.2176,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-10",100.3236,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-11",100.4075,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2006-12",100.4571,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-01",100.4557,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-02",100.3889,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-03",100.3024,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-04",100.2562,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-05",100.2979,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-06",100.3955,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-07",100.5096,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-08",100.6076,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-09",100.6637,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-10",100.6358,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-11",100.4848,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2007-12",100.2778,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2008-01",100.0944,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2008-02",99.98828,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2008-03",99.92648,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2008-04",99.85726,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2008-05",99.73447,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2008-06",99.54899,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2008-07",99.28207,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2008-08",98.92122,
